888888,24000
666666,20400
999999,20400
688888,18720
888886,18720
888889,18720
988888,18720
688688,18240
886886,18240
889889,18240
988988,18240
668668,17280
678968,17280
866866,17280
899899,17280
998998,17280
666668,16800
866666,16800
899999,16800
999998,16800
666669,16320
669669,16320
699699,16320
699999,16320
966666,16320
966966,16320
996996,16320
999996,16320
678989,15360
668888,15120
888866,15120
888899,15120
998888,15120
666688,14640
886666,14640
889999,14640
999988,14640
188188,14400
288288,14400
388388,14400
488488,14400
588588,14400
788788,14400
880880,14400
881881,14400
882882,14400
883883,14400
884884,14400
885885,14400
887887,14400
666699,14160
669999,14160
996666,14160
999966,14160
868888,14040
888868,14040
888898,14040
898888,14040
666686,12600
686666,12600
989999,12600
999989,12600
166166,12480
199199,12480
266266,12480
299299,12480
366366,12480
399399,12480
466466,12480
499499,12480
566566,12480
599599,12480
660660,12480
661661,12480
662662,12480
663663,12480
664664,12480
665665,12480
667667,12480
678986,12480
766766,12480
799799,12480
987689,12480
987698,12480
990990,12480
991991,12480
992992,12480
993993,12480
994994,12480
995995,12480
997997,12480
666696,12240
678966,12240
678969,12240
696666,12240
969999,12240
999969,12240
868688,12160
886868,12160
889898,12160
898988,12160
668686,11520
686866,11520
989899,11520
998989,11520
669696,10880
696966,10880
969699,10880
996969,10880
689689,10440
698698,10440
698888,10440
869869,10440
888869,10440
888896,10440
896896,10440
968888,10440
968968,10440
986986,10440
666689,9900
666698,9900
689999,9900
869999,9900
896666,9900
986666,9900
999968,9900
999986,9900
168888,9720
618888,9720
918888,9720
808088,9600
818188,9600
828288,9600
838388,9600
848488,9600
858588,9600
878788,9600
880808,9600
881818,9600
882828,9600
883838,9600
884848,9600
885858,9600
887878,9600
886888,9360
888688,9360
888988,9360
889888,9360
186666,9180
666618,9180
999918,9180
688886,9120
868868,9120
898898,9120
988889,9120
158888,9000
518888,9000
686686,8640
866668,8640
899998,8640
989989,8640
666866,8400
668666,8400
880888,8400
881888,8400
882888,8400
883888,8400
884888,8400
885888,8400
887888,8400
888088,8400
888188,8400
888288,8400
888388,8400
888488,8400
888588,8400
888788,8400
998999,8400
999899,8400
606066,8320
616166,8320
626266,8320
636366,8320
646466,8320
656566,8320
660606,8320
661616,8320
662626,8320
663636,8320
664646,8320
665656,8320
667676,8320
676766,8320
909099,8320
919199,8320
929299,8320
939399,8320
949499,8320
959599,8320
979799,8320
990909,8320
991919,8320
992929,8320
993939,8320
994949,8320
995959,8320
997979,8320
666966,8160
669666,8160
696696,8160
699996,8160
966669,8160
969969,8160
996999,8160
999699,8160
678988,7920
987688,7920
678998,7680
987668,7680
987686,7680
808888,7560
818888,7560
828888,7560
838888,7560
848888,7560
858888,7560
878888,7560
888808,7560
888818,7560
888828,7560
888838,7560
888848,7560
888858,7560
888878,7560
678996,7440
678999,7440
987666,7440
987669,7440
987696,7440
987699,7440
999920,7380
999921,7380
660666,7200
661666,7200
662666,7200
663666,7200
664666,7200
665666,7200
666066,7200
666166,7200
666266,7200
666366,7200
666466,7200
666566,7200
666766,7200
667666,7200
808808,7200
818818,7200
828828,7200
838838,7200
848848,7200
858858,7200
878878,7200
990999,7200
991999,7200
992999,7200
993999,7200
994999,7200
995999,7200
997999,7200
999099,7200
999199,7200
999299,7200
999399,7200
999499,7200
999599,7200
999799,7200
886688,7040
889988,7040
567888,6960
876588,6960
668866,6880
998899,6880
688889,6840
689898,6840
868689,6840
898986,6840
986868,6840
988886,6840
669966,6720
686869,6720
698989,6720
968686,6720
989896,6720
996699,6720
696968,6600
869696,6600
896969,6600
969698,6600
188881,6480
288882,6480
388883,6480
488884,6480
567866,6480
588885,6480
606666,6480
616666,6480
626666,6480
636666,6480
646666,6480
656666,6480
666606,6480
666616,6480
666626,6480
666636,6480
666646,6480
666656,6480
666676,6480
676666,6480
788887,6480
876566,6480
909999,6480
919999,6480
929999,6480
939999,6480
949999,6480
959999,6480
979999,6480
999909,6480
999919,6480
999929,6480
999939,6480
999949,6480
999959,6480
999979,6480
186868,6360
186186,6300
618618,6300
699998,6300
866669,6300
899996,6300
966668,6300
168686,6240
606606,6240
616616,6240
626626,6240
636636,6240
646646,6240
656656,6240
676676,6240
909909,6240
919919,6240
929929,6240
939939,6240
949949,6240
959959,6240
979979,6240
888864,6120
888876,6120
686888,6080
888686,6080
888989,6080
989888,6080
188888,6048
288888,6048
388888,6048
488888,6048
588888,6048
788888,6048
888880,6048
888881,6048
888882,6048
888883,6048
888884,6048
888885,6048
888887,6048
111111,6000
222222,6000
333333,6000
333344,6000
334444,6000
444444,6000
555555,6000
567896,6000
777777,6000
686868,5920
868686,5920
898989,5920
989898,5920
818186,5880
666868,5760
689698,5760
689869,5760
698689,5760
698968,5760
868666,5760
869689,5760
869896,5760
896869,5760
896986,5760
898999,5760
968698,5760
968986,5760
986896,5760
986968,5760
999898,5760
616168,5640
166661,5616
199991,5616
266662,5616
299992,5616
366663,5616
399993,5616
466664,5616
499994,5616
566665,5616
599995,5616
766667,5616
799997,5616
666678,5580
999987,5580
168986,5520
186968,5520
666969,5440
696969,5440
696999,5440
969666,5440
969696,5440
999696,5440
111158,5400
111168,5400
111186,5400
555518,5400
888840,5400
888852,5400
999963,5400
345666,5280
456766,5280
654366,5280
765466,5280
166666,5184
199999,5184
266666,5184
299999,5184
366666,5184
399999,5184
466666,5184
499999,5184
566666,5184
599999,5184
666660,5184
666661,5184
666662,5184
666663,5184
666664,5184
666665,5184
666667,5184
766666,5184
799999,5184
999990,5184
999991,5184
999992,5184
999993,5184
999994,5184
999995,5184
999997,5184
866888,5040
888668,5040
888998,5040
899888,5040
666886,4880
688666,4880
988999,4880
999889,4880
188880,4860
188882,4860
188883,4860
188884,4860
188885,4860
188887,4860
288880,4860
288881,4860
288883,4860
288884,4860
288885,4860
288887,4860
388880,4860
388881,4860
388882,4860
388884,4860
388885,4860
388887,4860
488880,4860
488881,4860
488882,4860
488883,4860
488885,4860
488887,4860
588880,4860
588881,4860
588882,4860
588883,4860
588884,4860
588887,4860
788880,4860
788881,4860
788882,4860
788883,4860
788884,4860
788885,4860
100100,4800
110110,4800
112112,4800
113113,4800
114114,4800
115115,4800
116116,4800
117117,4800
118118,4800
119119,4800
122122,4800
123432,4800
123434,4800
133133,4800
144144,4800
155155,4800
177177,4800
181888,4800
200200,4800
211211,4800
220220,4800
221221,4800
223223,4800
224224,4800
225225,4800
226226,4800
227227,4800
228228,4800
229229,4800
233233,4800
234518,4800
234543,4800
234545,4800
244244,4800
255255,4800
277277,4800
282888,4800
300300,4800
311311,4800
321010,4800
321012,4800
322322,4800
330330,4800
331331,4800
332332,4800
334334,4800
335335,4800
336336,4800
337337,4800
338338,4800
339339,4800
344344,4800
345618,4800
345654,4800
345656,4800
345689,4800
345698,4800
355355,4800
377377,4800
383888,4800
400400,4800
411411,4800
422422,4800
432121,4800
432123,4800
432158,4800
432168,4800
432186,4800
433433,4800
440440,4800
441441,4800
442442,4800
443443,4800
445445,4800
446446,4800
447447,4800
448448,4800
449449,4800
455455,4800
456765,4800
456767,4800
477477,4800
484888,4800
500500,4800
511511,4800
522522,4800
533533,4800
543232,4800
543234,4800
544544,4800
550550,4800
551551,4800
552552,4800
553553,4800
554554,4800
556556,4800
557557,4800
558558,4800
559559,4800
567869,4800
567876,4800
567878,4800
577577,4800
585888,4800
600600,4800
611611,4800
622622,4800
633633,4800
644644,4800
654343,4800
654345,4800
655655,4800
677677,4800
678918,4800
678963,4800
678987,4800
700700,4800
711711,4800
722722,4800
733733,4800
744744,4800
755755,4800
765454,4800
765456,4800
770770,4800
771771,4800
772772,4800
773773,4800
774774,4800
775775,4800
776776,4800
778778,4800
779779,4800
787888,4800
800800,4800
811811,4800
822822,4800
833833,4800
844844,4800
855855,4800
876518,4800
876565,4800
876567,4800
877877,4800
888080,4800
888181,4800
888282,4800
888383,4800
888484,4800
888585,4800
888787,4800
900900,4800
911911,4800
922922,4800
933933,4800
944944,4800
955955,4800
977977,4800
987618,4800
987676,4800
987678,4800
666996,4720
699666,4720
966999,4720
999669,4720
666630,4680
666642,4680
666654,4680
869888,4680
886988,4680
888698,4680
888968,4680
889688,4680
896888,4680
999951,4680
999975,4680
689868,4620
868698,4620
868986,4620
869688,4620
869898,4620
886968,4620
889698,4620
896868,4620
896988,4620
898689,4620
898968,4620
986898,4620
668986,4560
686896,4560
686968,4560
688988,4560
689866,4560
689896,4560
698686,4560
698986,4560
869686,4560
869698,4560
886889,4560
889886,4560
896968,4560
896989,4560
968689,4560
968989,4560
986869,4560
986899,4560
988688,4560
989698,4560
989869,4560
998689,4560
158158,4500
168168,4500
518518,4500
520000,4500
521111,4500
555520,4500
555521,4500
666896,4500
666986,4500
668966,4500
669866,4500
669896,4500
689666,4500
689696,4500
696869,4500
696986,4500
698666,4500
698966,4500
698969,4500
861861,4500
918918,4500
920000,4500
921111,4500
968696,4500
968699,4500
968999,4500
969689,4500
969896,4500
986969,4500
986999,4500
996869,4500
996899,4500
998699,4500
999689,4500
999869,4500
168689,4320
168989,4320
186869,4320
618686,4320
681869,4320
861689,4320
918686,4320
968186,4320
986168,4320
186969,4260
618666,4260
661866,4260
666186,4260
166660,4212
166662,4212
166663,4212
166664,4212
166665,4212
166667,4212
199990,4212
199992,4212
199993,4212
199994,4212
199995,4212
199997,4212
266660,4212
266661,4212
266663,4212
266664,4212
266665,4212
266667,4212
299990,4212
299991,4212
299993,4212
299994,4212
299995,4212
299997,4212
366660,4212
366661,4212
366662,4212
366664,4212
366665,4212
366667,4212
399990,4212
399991,4212
399992,4212
399994,4212
399995,4212
399997,4212
466660,4212
466661,4212
466662,4212
466663,4212
466665,4212
466667,4212
499990,4212
499991,4212
499992,4212
499993,4212
499995,4212
499997,4212
566660,4212
566661,4212
566662,4212
566663,4212
566664,4212
566667,4212
599990,4212
599991,4212
599992,4212
599993,4212
599994,4212
599997,4212
766660,4212
766661,4212
766662,4212
766663,4212
766664,4212
766665,4212
799990,4212
799991,4212
799992,4212
799993,4212
799994,4212
799995,4212
668669,4200
669668,4200
699899,4200
866966,4200
899699,4200
966866,4200
996998,4200
998996,4200
161666,4160
191999,4160
262666,4160
292999,4160
363666,4160
393999,4160
464666,4160
494999,4160
565666,4160
595999,4160
666060,4160
666161,4160
666262,4160
666363,4160
666464,4160
666565,4160
666767,4160
767666,4160
797999,4160
999090,4160
999191,4160
999292,4160
999393,4160
999494,4160
999595,4160
999797,4160
688088,4080
688188,4080
688288,4080
688388,4080
688488,4080
688588,4080
688788,4080
880886,4080
880889,4080
881886,4080
881889,4080
882886,4080
882889,4080
883886,4080
883889,4080
884886,4080
884889,4080
885886,4080
885889,4080
887886,4080
887889,4080
988088,4080
988188,4080
988288,4080
988388,4080
988488,4080
988588,4080
988788,4080
616186,4020
181818,4000
234520,4000
234521,4000
246896,4000
282828,4000
383838,4000
484848,4000
585858,4000
678920,4000
678921,4000
787878,4000
808080,4000
818181,4000
828282,4000
838383,4000
848484,4000
858585,4000
876520,4000
876521,4000
878787,4000
660668,3720
661668,3720
662668,3720
663668,3720
664668,3720
665668,3720
667668,3720
866066,3720
866166,3720
866266,3720
866366,3720
866466,3720
866566,3720
866766,3720
899099,3720
899199,3720
899299,3720
899399,3720
899499,3720
899599,3720
899799,3720
990998,3720
991998,3720
992998,3720
993998,3720
994998,3720
995998,3720
997998,3720
608888,3672
628888,3672
638888,3672
648888,3672
658888,3672
678888,3672
888806,3672
888809,3672
888816,3672
888819,3672
888826,3672
888829,3672
888836,3672
888839,3672
888846,3672
888849,3672
888856,3672
888859,3672
888879,3672
908888,3672
928888,3672
938888,3672
948888,3672
958888,3672
978888,3672
151518,3600
158585,3600
161618,3600
191918,3600
515158,3600
518181,3600
520520,3600
521521,3600
618181,3600
660669,3600
661669,3600
662669,3600
663669,3600
664669,3600
665669,3600
667669,3600
699099,3600
699199,3600
699299,3600
699399,3600
699499,3600
699599,3600
699799,3600
918181,3600
920920,3600
921921,3600
966066,3600
966166,3600
966266,3600
966366,3600
966466,3600
966566,3600
966766,3600
990996,3600
991996,3600
992996,3600
993996,3600
994996,3600
995996,3600
997996,3600
